,language,source"
4767,sql,"CREATE TABLE T_VEHICULE (VHC_ID INTEGER int, VHC_ID_FATHER int , VHC_NAME VARCHAR()) -- РќР°РїРѕР»РЅРёС‚СЊ РґР°РЅРЅС‹РјРё INSERT INTO T_VEHICULE VALUES (, NULL, 'ALL') INSERT INTO T_VEHICULE VALUES (, , 'SEA') INSERT INTO T_VEHICULE VALUES (, , 'EARTH') INSERT INTO T_VEHICULE VALUES (, , 'AIR') INSERT INTO T_VEHICULE VALUES (, , 'SUBMARINE') INSERT INTO T_VEHICULE VALUES (, , 'BOAT') INSERT INTO T_VEHICULE VALUES (, , 'CAR') INSERT INTO T_VEHICULE VALUES (, , 'TWO WHEELES') INSERT INTO T_VEHICULE VALUES (, , 'TRUCK') INSERT INTO T_VEHICULE VALUES (, , 'ROCKET') INSERT INTO T_VEHICULE VALUES (, , 'PLANE') INSERT INTO T_VEHICULE VALUES (, , 'MOTORCYCLE') INSERT INTO T_VEHICULE VALUES (, , 'BYCYCLE') WITH tree (data, id) AS (SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE WHERE VHC_NAME = 'MOTORCYCLE' UNION ALL SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE V INNER JOIN tree t ON t.id = V.VHC_ID) SELECT * FROM tree;"
4784,sql,"CREATE TABLE T_VEHICULE (VHC_ID INTEGER int, VHC_ID_FATHER int , VHC_NAME VARCHAR()); -- РќР°РїРѕР»РЅРёС‚СЊ РґР°РЅРЅС‹РјРё INSERT INTO T_VEHICULE VALUES (, NULL, 'ALL') INSERT INTO T_VEHICULE VALUES (, , 'SEA') INSERT INTO T_VEHICULE VALUES (, , 'EARTH') INSERT INTO T_VEHICULE VALUES (, , 'AIR') INSERT INTO T_VEHICULE VALUES (, , 'SUBMARINE') INSERT INTO T_VEHICULE VALUES (, , 'BOAT') INSERT INTO T_VEHICULE VALUES (, , 'CAR') INSERT INTO T_VEHICULE VALUES (, , 'TWO WHEELES') INSERT INTO T_VEHICULE VALUES (, , 'TRUCK') INSERT INTO T_VEHICULE VALUES (, , 'ROCKET') INSERT INTO T_VEHICULE VALUES (, , 'PLANE') INSERT INTO T_VEHICULE VALUES (, , 'MOTORCYCLE') INSERT INTO T_VEHICULE VALUES (, , 'BYCYCLE') WITH tree (data, id) AS (SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE WHERE VHC_NAME = 'MOTORCYCLE' UNION ALL SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE V INNER JOIN tree t ON t.id = V.VHC_ID) SELECT * FROM tree;"
4797,sql,"CREATE TABLE T_VEHICULE (VHC_ID INTEGER int, VHC_ID_FATHER int , VHC_NAME VARCHAR()); -- РќР°РїРѕР»РЅРёС‚СЊ РґР°РЅРЅС‹РјРё INSERT INTO T_VEHICULE VALUES (, , 'ALL') INSERT INTO T_VEHICULE VALUES (, , 'SEA') INSERT INTO T_VEHICULE VALUES (, , 'EARTH') INSERT INTO T_VEHICULE VALUES (, , 'AIR') INSERT INTO T_VEHICULE VALUES (, , 'SUBMARINE') INSERT INTO T_VEHICULE VALUES (, , 'BOAT') INSERT INTO T_VEHICULE VALUES (, , 'CAR') INSERT INTO T_VEHICULE VALUES (, , 'TWO WHEELES') INSERT INTO T_VEHICULE VALUES (, , 'TRUCK') INSERT INTO T_VEHICULE VALUES (, , 'ROCKET') INSERT INTO T_VEHICULE VALUES (, , 'PLANE') INSERT INTO T_VEHICULE VALUES (, , 'MOTORCYCLE') INSERT INTO T_VEHICULE VALUES (, , 'BYCYCLE') WITH tree (data, id) AS (SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE WHERE VHC_NAME = 'MOTORCYCLE' UNION ALL SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE V INNER JOIN tree t ON t.id = V.VHC_ID) SELECT * FROM tree;"
4807,sql,"CREATE TABLE T_VEHICULE (VHC_ID INTEGER int, VHC_ID_FATHER int , VHC_NAME VARCHAR()); -- РќР°РїРѕР»РЅРёС‚СЊ РґР°РЅРЅС‹РјРё INSERT INTO T_VEHICULE VALUES (, null, 'ALL'); INSERT INTO T_VEHICULE VALUES (, , 'SEA') ; INSERT INTO T_VEHICULE VALUES (, , 'EARTH'); INSERT INTO T_VEHICULE VALUES (, , 'AIR') ; INSERT INTO T_VEHICULE VALUES (, , 'SUBMARINE'); INSERT INTO T_VEHICULE VALUES (, , 'BOAT') ; INSERT INTO T_VEHICULE VALUES (, , 'CAR') ; INSERT INTO T_VEHICULE VALUES (, , 'TWO WHEELES'); INSERT INTO T_VEHICULE VALUES (, , 'TRUCK') ; INSERT INTO T_VEHICULE VALUES (, , 'ROCKET'); INSERT INTO T_VEHICULE VALUES (, , 'PLANE') ; INSERT INTO T_VEHICULE VALUES (, , 'MOTORCYCLE'); INSERT INTO T_VEHICULE VALUES (, , 'BYCYCLE') ; WITH tree (data, id) AS (SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE WHERE VHC_NAME = 'MOTORCYCLE' UNION ALL SELECT VHC_NAME, VHC_ID_FATHER FROM T_VEHICULE V INNER JOIN tree t ON t.id = V.VHC_ID) SELECT * FROM tree;"
4832,sql,"CREATE SEQUENCE customers seq START WITH ; SELECT customeers seq curval from dual;"
4840,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,num) AS ( select id, num, val from T where id = UNION ALL select id, num, val from T T inner join rec r on r.i = T.id ) select * from rec order by i ;"
4845,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select id, num, val from T where id = UNION ALL select id, num, val from T T inner join rec r on r.i = T.id ) select * from rec order by i ;"
4848,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select id, num, val from T where id = UNION ALL select id, num, val from T T inner join rec r on r.i = T.id ) select * from rec where id = order by i ;"
4860,sql,"Create Table logserver ( test varchar(), test varchar());-- your code goes here"
4925,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select i, num as str , val as n from T UNION ALL select i, str, n||T.val- from rec inner join rec r on r.i = T.id ) select * from rec --where i= order by i ;"
4932,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select i, num as str , val as n from T UNION ALL select i, str, n||T.val- from rec inner join rec r on r.i = T.id ) select * from rec where i= order by i ;"
4943,sql,"-- your code goes here create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select i, num as str , val as n from T UNION ALL select i, str, n||T.val- from rec inner join rec r on r.i = T.id where i = ) select * from rec --where i= order by i ;"
4953,sql,"-- your code goes here create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select i, num as str , val as n from T UNION ALL select i, str, n||T.val- from rec where i = inner join rec r on r.i = T.id ) select * from rec --where i= order by i ;"
4976,sql,"with watchlists as (select itemId::int from watchList where userId=) select id, name, photo from item where (userId=) and id = ANY('{watchlists}'::int[]);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5106,sql,"CREATE TABLE S ( `values` INT NOT NULL AUTO_INCREMENT PRIMARY KEY);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5115,sql,"CREATE TABLE S (`values`);#ИМЯ?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5198,sql,"-- your code goes here declare @EmpName varchar() = '' --е°‡еѕћиі‡ж–™иЎЁж‰ѕе‡єд№‹иі‡ж–™зµ¦еЌЂеџџи®Љж•ё select @EmpName = @EmpName + '[' + е§“еђЌ + ']' from е“Ўе·Ґ --з”ЁSELECT ијёе‡є select @EmpName AS ж‰Ђжњ‰е“Ўе·Ґе§“еђЌ GO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
5235,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,str,n) AS ( select id, num , val as str from T UNION ALL select id, str, cast(val||','||str as varchar()) from T T inner join (SELECT count() OVER(PARTITION BY rec ORDER BY i)[i],str,n FROM T) [T] on rec.i = T.id- order by id --where i = ) select * from rec --where i= order by i ;"
5672,sql,"create table test (id int, name varchar()); go insert test values (,'aaa'); insert test values (,'bbb'); insert test values (,'ccc'); insert test values (,'ddd'); insert test values (,'eee'); with t as (select id, name row_number()over(partition by id order by id) rn from test), tr(id, name, lev) as (select t.id, cast(t.name as varchar), from t --where t.rn = union all select t.id, cast(tr.name+','+t.name as varchar), lev + from t join tr on (t.id = tr.id and t.rn = tr.lev) ) select id, max(name) names from tr group by id;"
5686,sql,"create table test (id int, name varchar()); insert test values (,'aaa'); insert test values (,'bbb'); insert test values (,'ccc'); insert test values (,'ddd'); insert test values (,'eee'); with t as (select id, name row_number()over(partition by id order by id) rn from test), tr(id, name, lev) as (select t.id, cast(t.name as varchar), from t where t.rn = union all select t.id, cast(tr.name+','+t.name as varchar), lev + from t join tr on (t.id = tr.id and t.rn = tr.lev) ) select id, max(name) names from tr group by id;"
5702,sql,"create table test (id int, name varchar()); insert into test values (,'aaa'); insert into test values (,'bbb'); insert into test values (,'ccc'); insert into test values (,'ddd'); insert into test values (,'eee'); with t as (select id, name row_number()over(partition by id order by id) rn from test), tr(id, name, lev) as (select t.id, cast(t.name as varchar), from t where t.rn = union all select t.id, cast(tr.name+','+t.name as varchar), lev + from t join tr on (t.id = tr.id and t.rn = tr.lev) ) select id, max(name) names from tr group by id;"
5759,sql,"create table T(id int, num int, val int); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); insert into T values(, , ); with recursive rec(i,n,str) AS ( select id ,num as n, val as str from (select ROW_NUMBER() OVER(PARTITION BY id ORDER BY n)[n],id,str FROM T) T where n = UNION ALL select i,n+, cast(val||','||str as varchar()) from rec --where T.id- = rec.i join (SELECT ROW_NUMBER() OVER(PARTITION BY id ORDER BY n)[n],id,str FROM T) T on (rec.i=T.id and rec.n = T.num-) --order by id --where i = ) select i, str from rec where i= order by i ;"
6070,sql,"CREATE TABLE recipes ( recipe_id INT NOT NULL, recipe_name VARCHAR() NOT NULL, PRIMARY KEY (recipe_id), UNIQUE (recipe_name) ); INSERT INTO recipes (recipe_id, recipe_name) VALUES (,Tacos), (,Tomato Soup), (,Grilled Cheese);-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6118,sql,"-- your code goes here CREATE TABLE CosineTable ( Angle INT NOT NULL, CosineValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle) ); INSERT INTO CosineTable (Angle, CosineValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6196,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); Select Amount, Count(CheckNum) as CntMax From Salaries Group By Amount Having CntMax = (Select Max(CntMax) From (Select Amount, Count(CheckNum) as CntMax From Salaries Group By Amount) as CountTable);"
6212,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosineValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle) ); INSERT INTO CosineTable (Angle, CosineValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
6220,sql,"-- your code goes here CREATE TABLE CosineTable ( Angle INT NOT NULL, CosineValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle) ); INSERT INTO CosineTable (Angle, CosineValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT SUM(values) FROM ( SELECT CosineValue * ( - %) / FROM CosineTable WHERE Angle = - % UNION ALL SELECT CosineValue * (%) / FROM CosineTable WHERE Angle = + - % );"
6343,sql,"-- your code goes here CREATE TABLE CosineTable ( Angle INT NOT NULL, CosVal DECIMAL(,) NOT NULL, PRIMARY KEY (Angle) ); INSERT INTO CosineTable (Angle, CosVal) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT ( fa.CosVal + (fb.CosVal - fa.CosVal) * ( - fa.Angle) / (fb.Angle - fa.Angle)) as lerp from (SELECT * from CosineTable WHERE Angle = (SELECT MAX(Angle) from CosineTable WHERE Angle < )) as fa, (SELECT * from CosineTable WHERE Angle = (SELECT MIN(Angle) from CosineTable WHERE Angle > )) as fb ;"
6458,sql,"CREATE TABLE IF NOT EXISTS quotes_en( quoteID int() NOT NULL AUTO_INCREMENT PRIMARY KEY, quote TEXT NOT NULL, author varchar() NOT NULL DEFAULT 'Anonymous', quoteImage varchar() DEFAULT NULL, created_at DATETIME DEFAULT CURRENT_TIMESTAMP ) ENGINE=InnoDB AUTO_INCREMENT= DEFAULT CHARSET=utf; INSERT INTO quotes_en (quote,author) VALUES ('MY QUOTE', 'Anonymous');"
6693,sql,"CREATE TABLE Salaries ( CheckNum INTEGER, Amount REAL NOT NULL, PRIMARY KEY(CheckNum) ); INSERT into Salaries VALUES (,), (,), (,), (,.), (,), (,), (,), (,); SELECT Amount, amt_count FROM(SELECT Amount, COUNT(Amount) as amt_count FROM Salaries GROUP BY Amount ORDER BY amt_count DESC) WHERE amt_count = ( SELECT MAX(amt_count) FROM (SELECT Amount, COUNT(Amount) as amt_count FROM Salaries GROUP BY Amount ORDER BY amt_count DESC));"
6712,sql,"CREATE TABLE Salaries ( CheckNum INTEGER, Amount REAL NOT NULL, PRIMARY KEY(CheckNum) ); INSERT into Salaries VALUES (,), (,), (,), (,.), (,), (,), (,), (,); SELECT Amount, amt_count FROM(SELECT Amount, COUNT(Amount) as amt_count FROM Salaries GROUP BY Amount ORDER BY amt_count DESC) WHERE amt_count = ( SELECT MAX(amt_count) FROM (SELECT Amount, COUNT(Amount) as amt_count FROM Salaries GROUP BY Amount ORDER BY amt_count DESC));"
6727,sql,"-- your code goes here -- your code goes here CREATE TABLE CosineTable ( Angle INT NOT NULL, CosineValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle) ); INSERT INTO CosineTable (Angle, CosineValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT ( (SELECT SUM(CosineValue * ( - %) / ) FROM CosineTable WHERE Angle = - %) + (SELECT SUM(CosineValue * (%) / ) FROM CosineTable WHERE Angle = + - %) )AS LerpResult;"
6787,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,), (,), (,); SELECT s.Amount, s.AmountOccurrence FROM( SELECT Amount, COUNT(Amount) AS AmountOccurrence, RANK() OVER (ORDER BY AmountOccurrence DESC) AS Rank FROM Salaries GROUP BY Amount ) s WHERE s.Rank = ;"
6795,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,), (,), (,); SELECT s.Amount, s.AmountOccurrence FROM( SELECT Amount, COUNT(Amount) AS AmountOccurrence, RANK() OVER (ORDER BY AmountOccurrence DESC) AS Rank FROM Salaries GROUP BY Amount ) s;"
6796,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,), (,), (,); SELECT s.Amount, s.AmountOccurrence FROM( SELECT Amount, COUNT(Amount) AS AmountOccurrence FROM Salaries GROUP BY Amount ) s;"
6991,sql,"create table Scores(Team, Day varchar(), Opponent varchar(), Runs integer); insert into Scores values('Dragons', 'Sunday', 'Swallows', ); insert into Scores values('Tigers', 'Sunday', 'Bay Stars', ); insert into Scores values('Carp', 'Sunday', 'Giants', ); insert into Scores values('Swallows', 'Sunday', 'Dragons', ); insert into Scores values('Bay Stars', 'Sunday', 'Tigers', ); insert into Scores values('Giants', 'Sunday', 'Carp', ); insert into Scores values('Dragons', 'Monday', 'Carp', ); insert into Scores values('Tigers', 'Monday', 'Bay Stars', ); insert into Scores values('Carp', 'Monday', 'Dragons', ); insert into Scores values('Swallows', 'Monday', 'Giants', ); insert into Scores values('Bay Stars', 'Monday', 'Tigers', ); insert into Scores values('Giants', 'Monday', 'Swallows',/*!);"
7054,sql,"CREATE SEQUENCE customers_seq START WITH ; SELECT customeers_seq.curval from dual;"
7218,sql,"create table Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); -- SELECT `Amount` -- FROM `Salaries' -- GROUP BY `Amount` -- HAVING COUNT(`Amount`) = ( SELECT `Amount`,count(`Amount`) AS 'Amount_Frequency' FROM 'Salaries' GROUP BY 'Amount' ORDER BY `Amount_Frequency` DESC limit ; -- SELECT `Amount`, -- COUNT(`Amount`) AS `Amount_Frequency` -- FROM `Salaries` -- GROUP BY `Amount` -- ORDER BY `Amount_Frequency` DESC -- your code goes here-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7249,sql,"create table Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); -- SELECT `Amount` -- FROM `Salaries' -- GROUP BY `Amount` -- HAVING COUNT(`Amount`) = ( SELECT `Amount`,count(`Amount`) AS 'Amount_Frequency' FROM 'Salaries' GROUP BY 'Amount' ORDER BY `Amount_Frequency` DESC limit ; -- SELECT `Amount`, -- COUNT(`Amount`) AS `Amount_Frequency` -- FROM `Salaries` -- GROUP BY `Amount` -- ORDER BY `Amount_Frequency` DESC -- your code goes here-- your code goes here-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7270,sql,"create table Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT `Amount`, COUNT(`Amount`) AS `Amount_Frequency` FROM `Salaries` GROUP BY `Amount` ORDER BY `Amount_Frequency` DESC LIMIT ; -- your code goes here-- your code goes here-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7284,sql,"create table Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT `Amount`, COUNT(`Amount`) --AS `Amount_Frequency` FROM `Salaries` GROUP BY `Amount` ORDER BY COUNT(`Amount`) DESC LIMIT ; -- your code goes here-- your code goes here-- your code goes here-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7314,sql,"create database test;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
7346,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,.), (,);"
7360,sql,"-- your code goes here"
